,항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드
4597,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
4598,      지분법 자본변동,KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4599,관계기업에대한지분법손실,창해에탄올,코스닥시장상장법인,111,알코올음료 제조업,12,2020-03-31,1분기보고서,KRW,entity00123523
4600,관계기업에대한지분법이익,창해에탄올,코스닥시장상장법인,111,알코올음료 제조업,12,2020-03-31,1분기보고서,KRW,entity00123523
4601,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
4602,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4603,   기타비용,이매진아시아,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_LossesOnDisposalsOfPropertyPlantAndEquipment
4604,   기타수익,CNH,코스닥시장상장법인,642,신탁업 및 집합투자업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
4605,   해외사업환산손익,대한과학,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
4606,영업외손익,JW신약,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4607,   1. 금융수익,천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4608,   2. 금융비용,천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4609,   2. 화물수입금,천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4610,   4. 기타수입,천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4611,1. 기본주당순이익(손실),천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4612,Ⅷ. 금융손익,천일고속,유가증권시장상장법인,492,육상 여객 운송업,12,2020-03-31,1분기보고서,KRW,entity00151395
4613,   기타영업비용,LG,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses
4614,   비지배주주지분당기순이익,강남제비스코,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests
4615,   순확정급여부채의 재측정요소,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4616,   순확정급여부채의재측정요소,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4617,   재고의 변동,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4618,   지배회사당기순이익,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4619,   지분법이익잉여금변동,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4620,   지분법자본변동,삼성제약,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
4621,"   총 포괄손익, 비지배지분",APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
4622,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
4623,   해외사업환산손익,대한과학,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
4624,관계기업에 대한 지분법손익,대교,유가증권시장상장법인,851,초등 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue
4625,세후기타포괄손익,GV,코스닥시장상장법인,284,전구 및 조명장치 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome
4626,지분법적용투자주식손익,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4627,후속적으로 당기손익으로 재분류되는 항목,청담러닝,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,entity00525882
4628,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4629,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4630,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4631,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
4632,   지배기업소유주지분,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
4633,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4634,기타수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4635,영업비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales
4636,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4637,      후속으로 당기손익으로 재분류될 수 있는 항목의 법인세,캔서롭,코스닥시장상장법인,729,기타 과학기술 서비스업,12,2020-03-31,1분기보고서,KRW,entity00995993
4638,      후속적으로 당기손익으로 재분류되지 않는 항목의 법인세,캔서롭,코스닥시장상장법인,729,기타 과학기술 서비스업,12,2020-03-31,1분기보고서,KRW,entity00995993
4639,      후속적으로 당기손익으로 재분류될 수  있는 항목의 법인세,캔서롭,코스닥시장상장법인,729,기타 과학기술 서비스업,12,2020-03-31,1분기보고서,KRW,entity00995993
4640,관계기업투자손실,캔서롭,코스닥시장상장법인,729,기타 과학기술 서비스업,12,2020-03-31,1분기보고서,KRW,entity00995993
4641,영업외손익,JW신약,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4642,종속기업및관계기업투자손실,스카이이앤엠,코스닥시장상장법인,468,상품 종합 도매업,6,2020-09-30,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4643,   기본주당이익(손실),AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare
4644,   희석주당이익(손실),AK홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare
4645,기본주당이익,서한,코스닥시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract
4646,지배기업 지분에 대한 주당손익,KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract
4647,      기타포괄손익-공정가치금융자산평가이익(손실),컨버즈,유가증권시장상장법인,172,"골판지, 종이 상자 및 종이 용기 제조업",12,2020-03-31,1분기보고서,KRW,entity00753643
4648,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4649,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
4650,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4651,   기타영업외비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialExpenses
4652,   기타영업외수익,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4653,   비지배지분에 귀속되는 분기순이익,컬러레이,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,CNY,ifrs-full_ProfitLossAttributableToNoncontrollingInterests
4654,   지배기업의 소유주에게 귀속되는 분기순이익,컬러레이,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,CNY,ifrs-full_ProfitLossAttributableToOwnersOfParent
4655,관리비,고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses
4656,영업외비용,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
4657,영업외수익,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4658,      기타포괄손익-공정가치 측정 지분상품 평가손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
4659,      지분법자본변동(세후기타포괄손익),세동,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4660,기타영업외비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,dart_OtherLosses
4661,기타영업외수익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4662,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
4663,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
4664,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4665,      기타자본조정,케어젠,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2020-03-31,1분기보고서,KRW,entity00549891
4666,      기타포괄손익공정가치측정금융자산 평가손익(세후기타포괄손익),케어젠,코스닥시장상장법인,211,기초 의약물질 및 생물학적 제제 제조업,12,2020-03-31,1분기보고서,KRW,entity00549891
4667,지분법이익(손실),뉴보텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4668,   지분법이익,RFHIC,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
4669,관계기업 지분법손익,참좋은여행,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4670,      기타포괄손익-공정가치측정금융자산 관련 손익,현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
4671,      기타포괄손익-공정가치 측정 금융자산평가손익,골프존,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation
4672,      해외사업외화환산손익(비지배지분),케이비아이동국실업,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00114765
4673,관계기업투자주식처분이익,케이비아이동국실업,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00114765
4674,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4675,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
4676,      기타포괄손익 관련 법인세,케이씨,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00209780
4677,      기타포괄손익관련법인세,케이씨,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00209780
4678,      기타포괄손익관련법인세,케이씨,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00209780
4679,관계기업투자주식처분이익,케이씨,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00209780
4680,종속기업투자주식처분손실,케이씨,유가증권시장상장법인,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,2020-03-31,1분기보고서,KRW,entity00209780
4681,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4682,      기타포괄손익-공정가치측정금융자산평가손실,브이원텍,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4683,      지분법 적용대상의 이익잉여금 변동,케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00105271
4684,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4685,   금융원가,에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_GainsOnForeignExchangeTranslationsFinancialIncome
4686,   기타손실,정상제이엘에스,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousLosses
4687,   기타이익,정상제이엘에스,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousIncome
4688,   중단영업기본주당손익,글로스퍼랩스,코스닥시장상장법인,383,"해체, 선별 및 원료 재생업 ",12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
4689,   중단영업희석주당손익,글로스퍼랩스,코스닥시장상장법인,383,"해체, 선별 및 원료 재생업 ",12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations
4690,   후속기간에 당기손익으로 재분류되지 않는 항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4691,계속영업분기순손실,케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00105271
4692,기타영업외손익,디앤씨미디어,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4693,순금융손익,케이피티유,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
4694,중단영업분기순이익,동원산업,유가증권시장상장법인,31,어로 어업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations
4695,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4696,      지분법이익잉여금변동,LF,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4697,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4698,   금융원가,에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_GainsOnForeignExchangeTranslationsFinancialIncome
4699,   기타손실,정상제이엘에스,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousLosses
4700,   기타이익,정상제이엘에스,코스닥시장상장법인,855,일반 교습 학원,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousIncome
4701,   후속기간에 당기손익으로 재분류되지 않는 항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4702,기타영업외손익,디앤씨미디어,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4703,순금융손익,케이피티유,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
4704,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4705,      기타포괄손익-공정가치측정 금융자산평가이익,케이씨에스,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,entity00441650
4706,      매도가능금융자산평가손익(세후기타포괄손익),BYC,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax
4707,      관계기업의 기타포괄손익지분,케이씨티시,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,entity00103042
4708,      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),BYC,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
4709,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4710,공동기업 및 관계기업투자손익,기아자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4711,물류비,케이씨피드,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,12,2020-03-31,1분기보고서,KRW,entity00101752
4712,종속기업투자손실,케이씨피드,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,12,2020-03-31,1분기보고서,KRW,entity00101752
4713,   이자비용(리스),케이아이엔엑스,코스닥시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,entity00603348
4714,      해외사업환산손실,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4715,   연구비지원금(비용),케이엘넷,코스닥시장상장법인,612,전기 통신업,12,2020-03-31,1분기보고서,KRW,entity00246620
4716,   이자비용,AP위성,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
4717,   이자수익,AP위성,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome
4718,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4719,경상연구개발비,신성이엔지,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses
4720,관계기업투자이익,국순당,코스닥시장상장법인,111,알코올음료 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue
4721,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4722,   금융원가,에스엔유,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_GainsOnForeignExchangeTranslationsFinancialIncome
4723,   판매 및 관리비용,케이엠제약,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity01095704
4724,관계기업 순손익에 대한 지분,케이엠제약,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity01095704
4725,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
4726,      공정가치측정 금융자산 손상차손(세후 기타포괄손익),케이탑리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00861076
4727,      관리비수익,케이탑리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00861076
4728,      기타수익,케이탑리츠,유가증권시장상장법인,681,부동산 임대 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00861076
4729,관계기업 및 공동기업 순손익 지분,케이티,유가증권시장상장법인,612,전기 통신업,12,2020-03-31,1분기보고서,KRW,entity00190321
4730,관계기업및공동기업투자순손익지분,케이티스카이라이프,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00349097
4731,      기타포괄손익-공정가치금융자산 평가손익,KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
4732,      순확정급여부채의 재측정요소,BGF,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
4733,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4734,      해외사업환산차이,E1,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax
4735,   부동산,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4736,   부동산,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4737,   수출잎담배등,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4738,   수출잎담배등,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4739,   제조담배,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4740,   제조담배,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4741,지분법적용투자자산의 분기순손익에 대한 지분 증감,케이티앤지,유가증권시장상장법인,120,담배 제조업,12,2020-03-31,1분기보고서,KRW,entity00244455
4742,      계속영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
4743,      계속영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
4744,      기타포괄손익-공정가치 지분상품 평가손익,LG유플러스,유가증권시장상장법인,612,전기 통신업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4745,      중단영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
4746,      중단영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
4747,지분법 적용대상인 관계기업과 조인트벤처의 당기순손익에 대한 지분,케이피에프,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00157636
4748,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
